Food Name,Calories (kcal),Protein (g),Carbs (g),Fat (g),FDC ID
"Orange, raw",50.0,0.92,11.78,0.14,2709171
"Marmalade, orange",1030.0,0.3,66.3,0.0,168819
Orange Blossom,98.0,0.57,9.32,0.26,2710647
"Sherbet, orange",602.0,1.1,30.4,2.0,167577
"Orange, canned, NFS",46.0,0.6,11.82,0.04,2709172
"Babyfood, juice, orange",186.0,0.6,10.2,0.3,171354
"Beverages, carbonated, orange",48.0,0.0,12.3,0.0,174854
"Orange peel, raw",97.0,1.5,25.0,0.2,169103
"Orange, canned, in syrup",55.0,0.59,14.07,0.04,2709174
"Oranges, raw, Florida",192.0,0.7,11.5,0.21,169918
"Oranges, raw, navels",196.0,0.91,11.8,0.15,746771
"Oranges, raw, with peel",63.0,1.3,15.5,0.3,169919
"Tomatoes, orange, raw",16.0,1.16,3.18,0.19,170502
"Babyfood, juice, orange and apricot",46.0,0.8,10.9,0.1,170961
"Babyfood, juice, orange and pineapple",48.0,0.5,11.7,0.1,170963
"Babyfood, juice, orange-carrot",43.0,0.5,9.9,0.1,169043
"Babyfood, juice, prune and orange",70.0,0.6,16.8,0.3,171356
"Beverages, Orange juice drink",228.0,0.2,13.4,0.0,169044
"Cranberry-orange relish, canned",178.0,0.3,46.2,0.1,173962
"Orange juice, 100%, NFS",47.0,0.77,10.17,0.34,2709186
"Orange juice, canned, unsweetened",47.0,0.68,11.0,0.15,169099
Orange Pineapple Juice Blend,214.0,0.41,12.2,0.08,167792
"Orange, canned, juice pack",37.0,0.62,9.57,0.03,2709173
"Oranges, raw, California, valencias",49.0,1.04,11.9,0.3,169916
"Peppers, bell, orange, raw",,0.882,6.7,0.156,2258591
"Tangerines, (mandarin oranges), raw",223.0,0.81,13.3,0.31,169105
"Orange juice, 100%, frozen, reconstituted",42.0,0.68,10.04,0.07,2709190
"Beverages, Orange juice, light, No pulp",21.0,0.21,5.42,0.0,173178
"Frozen novelties, juice type, orange",396.0,0.5,23.2,0.0,168113
"Orange juice, 100%,  freshly squeezed",47.0,0.81,10.01,0.36,2709187
"Orange juice, 100%, frozen, not reconstituted",148.0,2.4,35.19,0.25,2709191
"Oranges, raw, all commercial varieties",197.0,0.94,11.8,0.12,169097
"Orange juice, 100%, canned, bottled or in a carton",47.0,0.77,10.18,0.34,2709188
"Babyfood, dessert, fruit pudding, orange, strained",80.0,1.1,17.7,0.9,171374
"Beverages, orange and apricot juice drink, canned",213.0,0.3,12.7,0.1,173223
"Beverages, pineapple and orange juice drink, canned",209.0,1.3,11.8,0.0,173225
"Fish, roughy, orange, cooked, dry heat",439.0,22.6,0.0,0.9,174251
"Orange juice, chilled, includes from concentrate",49.0,0.68,11.5,0.12,169100
"Orange juice, frozen concentrate, unsweetened, undiluted",148.0,2.4,35.2,0.25,169923
"Orange-grapefruit juice, canned or bottled, unsweetened",43.0,0.6,10.3,0.1,169104
"Tangerines, (mandarin oranges), canned, juice pack",37.0,0.62,9.57,0.03,169106
"Orange juice beverage, 40-50% juice, light",21.0,0.21,5.42,0.0,2710590
"Beverages, orange drink, canned, with added vitamin C",204.0,0.0,12.3,0.07,174868
"Beverages, orange-flavor drink, breakfast type, powder",1620.0,0.0,98.9,0.0,173235
"Beverages, V8 SPLASH Juice Drinks, Orange Pineapple",29.0,0.0,7.41,0.0,174166
"Orange juice, 100%, with calcium added, frozen, reconstituted",42.0,0.68,9.67,0.07,2709192
"Orange juice, no pulp, not fortified, from concentrate, refrigerated",,0.734,10.3,0.325,2003591
"Orange juice, no pulp, not fortified, not from concentrate, refrigerated",,0.812,10.0,0.356,2003597
"Sweet potatoes, orange flesh, without skin, raw",,1.58,17.3,0.375,2346404
"Tangerines, (mandarin oranges), canned, juice pack, drained",158.0,0.75,9.41,0.04,168184
"Tangerines, (mandarin oranges), canned, light syrup pack",61.0,0.45,16.2,0.1,169924
"Orange juice, 100%, with calcium added, canned, bottled or in a carton",47.0,0.77,10.17,0.34,2709189
"Beverages, orange breakfast drink, ready-to-drink, with added nutrients",53.0,0.0,13.2,0.0,175105
"Orange juice, chilled, includes from concentrate, with added calcium",47.0,0.68,11.3,0.12,169920
"Orange juice, frozen concentrate, unsweetened, undiluted, with added calcium",616.0,2.4,33.9,0.25,169922
"Beverages, drink mix, QUAKER OATS, GATORADE, orange flavor, powder",388.0,0.0,94.1,1.23,173659
"Beverages, FUZE, orange mango, fortified with vitamins A, C, E, B6",159.0,0.68,9.2,0.06,173173
"Beverages, Orange drink, breakfast type, with juice and pulp, frozen concentrate",640.0,0.4,39.0,0.0,175100
"Beverages, Orange-flavor drink, breakfast type, low calorie, powder",217.0,3.6,85.9,0.0,173237
"Beverages, orange-flavor drink, breakfast type, powder, prepared with water",49.0,0.0,12.6,0.0,173236
"Beverages, Orange-flavor drink, breakfast type, with pulp, frozen concentrate.",720.0,0.1,42.9,0.5,173651
"Orange juice, frozen concentrate, unsweetened, diluted with 3 volume water",37.0,0.6,8.8,0.06,169102
"Orange juice, raw (Includes foods for USDA's Food Distribution Program)",188.0,0.7,10.4,0.2,169098
"Oranges, raw, navels (Includes foods for USDA's Food Distribution Program)",207.0,0.91,12.5,0.15,169917
"Orange juice, chilled, includes from concentrate, with added calcium and vitamin D",199.0,0.68,11.3,0.12,169101
"Beverages, Orange drink, breakfast type, with juice and pulp, frozen concentrate, prepared with water",45.0,0.12,11.3,0.0,175101
"Beverages, Orange-flavor drink, breakfast type, with pulp, frozen concentrate, prepared with water",49.0,0.03,12.2,0.14,173652
"Frozen novelties, ice type, sugar free, orange, cherry, and grape POPSICLE pops",86.0,0.0,5.14,0.0,170259
"Orange juice, chilled, includes from concentrate, with added calcium and vitamins A, D, E",203.0,0.68,11.5,0.12,167794
"Orange juice, frozen concentrate, unsweetened, diluted with 3 volume water, with added calcium",154.0,0.6,8.47,0.06,169921
"Peppers, red, cooked",55.0,0.92,6.71,2.78,2709977
Mimosa,64.0,0.43,6.49,0.18,2710642
"Clementine, raw",53.0,0.81,13.34,0.31,2709164
Screwdriver,92.0,0.58,7.66,0.26,2710650
"Fish, perch, baked or broiled, coated",163.0,17.33,7.79,6.46,2706273
"Sugar substitute, monk fruit, powder",0.0,0.0,100.0,0.0,2710266
"Fruit flavored drink, with high vitamin C",27.0,0.0,6.67,0.0,2710578
"Soft drink, fruit flavored, caffeine containing, diet",0.0,0.1,0.0,0.0,2710554
"Fruit juice blend, citrus, 100% juice",47.0,0.77,10.18,0.34,2709194
"Soft drink, fruit flavored, caffeine free",40.0,0.05,10.14,0.02,2710551
"Fruit smoothie, light",53.0,2.61,9.71,0.61,2709338
"Peppers, sweet, red, raw",31.0,0.9,6.65,0.13,2709801
"Pumpkin, canned, cooked",56.0,1.08,7.86,2.82,2709691
"Pumpkin, cooked",52.0,1.05,6.77,2.84,2709692
"Spaghetti squash, cooked",49.0,0.65,6.26,2.8,2710001
"Sweet potato, baked, fat added",115.0,1.58,17.14,4.53,2709700
"Sweet potato, baked, no added fat",82.0,1.64,17.98,0.39,2709699
"Sweet potato, baked, NS as to fat",115.0,1.58,17.14,4.53,2709698
"Sweet potato, boiled, fat added",115.0,1.58,17.14,4.53,2709703
"Sweet potato, boiled, no added fat",82.0,1.64,17.98,0.39,2709702
"Sweet potato, boiled, NS as to fat",115.0,1.58,17.14,4.53,2709701
"Sweet potato, candied",187.0,1.18,37.69,3.48,2709704
"Sweet potato, canned, fat added",124.0,1.58,20.05,4.35,2709707
"Sweet potato, canned, no added fat",91.0,1.64,21.04,0.2,2709706
"Sweet potato, canned, NS as to fat",124.0,1.58,20.05,4.35,2709705
"Sweet potato, casserole or mashed",99.0,1.89,17.22,2.56,2709708
"Sweet potato, NFS",115.0,1.58,17.14,4.53,2709697
"Winter squash, cooked, fat added",59.0,0.87,8.57,2.88,2709695
"Winter squash, cooked, no added fat",37.0,0.89,8.82,0.35,2709694
"Winter squash, raw",26.0,1.0,6.5,0.1,2709693
"Fruit smoothie juice drink, with dairy",65.0,0.86,15.05,0.14,2705516
"Soft drink, fruit flavored, caffeine containing",49.0,0.0,12.83,0.0,2710553
"TRUE ORANGE, CRYSTALLIZED ORANGE, ORANGE, ORANGE",0.0,0.0,125.0,0.0,1976307
"ORANGE PEELS, ORANGE, ORANGE",300.0,0.0,80.0,0.0,2027904
"ORANGE SODA, ORANGE, ORANGE",42.0,0.0,11.3,0.0,1589882
"WOONGJIN, ORANGE JUICE WITH ORANGE PIECES, ORANGE, ORANGE",59.0,0.0,14.7,0.0,2640895
"CHUBBY, ORANGE SODA, ORANGE, ORANGE",40.0,0.0,10.0,0.0,1889086
"CLASICO, MANDARIN ORANGES, ORANGE, ORANGE",50.0,0.71,12.1,0.0,2288686
"GALIL, ORANGE MARMALADE, ORANGE, ORANGE",263.0,0.0,68.4,0.0,2441522
"HANNAFORD, ORANGE JUICE, ORANGE, ORANGE",46.0,0.83,10.8,0.0,1887836
"SPARTAN, ORANGE DRINK, ORANGE, ORANGE",12.0,0.0,2.92,0.0,1910860
"SPARTAN, ORANGE JUICE, ORANGE, ORANGE",46.0,0.83,11.2,0.0,1910863
"ORANGE MARMALADE, ORANGE",250.0,0.0,65.0,0.0,2156607
"ORANGE JUICE, ORANGE",183.0,1.67,45.0,0.0,2430753
"GUARANA ORANGE, ORANGE",47.0,0.0,11.5,0.0,2427686
"JUICE, ORANGE, ORANGE",22.0,0.0,6.0,0.0,1872506
"ORANGE BEVERAGE, ORANGE",36.0,0.0,9.44,0.0,2367360
"ORANGE BISCOTTI, ORANGE",500.0,8.82,58.8,23.5,2370386
"ORANGE BITTERS, ORANGE",200.0,0.0,0.0,0.0,2570292
"ORANGE CAKE, ORANGE",467.0,3.33,60.0,20.0,2585853
"ORANGE CANDY, ORANGE",385.0,0.0,96.2,0.0,2117230
"ORANGE COOKIES, ORANGE",433.0,6.67,66.7,16.7,1127069
"ORANGE CRANBERRY, ORANGE",424.0,21.2,42.4,21.2,2158427
"ORANGE CREAM, ORANGE",88.0,2.8,11.6,3.6,1825157
"ORANGE CRYSTALS, ORANGE",387.0,0.0,93.6,0.0,2612124
"ORANGE DRINK, ORANGE",14.0,0.0,3.33,0.0,2591078
"ORANGE DRINKS, ORANGE",3.0,0.0,0.56,0.0,2375295
"ORANGE EXTRACT, ORANGE",533.0,0.0,,0.0,2540699
"ORANGE GELATIN, ORANGE",350.0,10.0,80.0,0.0,2503608
"ORANGE GUMBALLS, ORANGE",375.0,0.0,87.5,0.0,2046186
"ORANGE JAM, ORANGE",150.0,0.0,35.0,0.0,1888815
"ORANGE JELLIES, ORANGE",300.0,0.0,73.3,0.0,2145869
"ORANGE LOLLIPOPS, ORANGE",400.0,0.0,100.0,0.0,2134294
CHEESE,331.0,21.1,2.46,24.6,1943515
"Cheese, processed cheese food",307.0,16.09,8.85,23.06,2705770
"Cheese spread, cream cheese",295.0,7.1,3.5,28.6,2705775
"Cheese spread, Swiss cheese base",290.0,16.41,8.73,21.23,2705774
"Cheese spread, cream cheese base",1230.0,7.1,3.5,28.6,169081
"Cheese, cottage cheese, with gelatin dessert",83.0,6.82,9.03,2.27,2705778
"Cheese, Monterey",392.0,22.62,1.9,32.63,2705720
Cheese ball,441.0,17.89,4.84,38.88,2705781
"Cheese, paneer",299.0,15.86,22.46,15.52,2705740
Cheese dip,163.0,3.14,7.86,13.27,2705786
"Crackers, cheese",489.0,10.93,59.42,22.74,2708150
Head cheese,157.0,13.83,0.0,10.9,2706180
"Cheese spread, American or Cheddar cheese base",290.0,16.41,8.73,21.23,2705773
Imitation cheese,390.0,25.0,1.0,32.0,2705777
"Cheese, Cheddar",409.0,23.3,2.44,34.0,2705709
"Cheese,  with wine",307.0,16.09,8.85,23.06,2705772
"Cheese, American",340.0,16.79,7.16,27.16,2705764
"Cheese, Brick",371.0,23.24,2.79,29.68,2705706
"Cheese, Brie",334.0,20.75,0.45,27.68,2705708
"Cheese, Camembert",300.0,19.8,0.46,24.26,2705707
"Cheese, Colby",394.0,23.76,2.57,32.11,2705712
"Cheese, Feta",273.0,19.71,5.58,19.08,2705714
"Cheese, Fontina",389.0,25.6,1.55,31.14,2705715
"Cheese, goat",364.0,21.58,0.12,29.84,2705716
"Cheese, Gruyere",413.0,29.81,0.36,32.34,2705718
"Cheese, Limburger",327.0,20.05,0.49,27.25,2705719
"Cheese, Muenster",368.0,23.41,1.12,30.04,2705726
"Cheese, NFS",381.0,20.7,4.33,31.26,2705704
"Cheese, Provolone",357.0,23.45,2.45,28.13,2705733
"Cheese, Swiss",393.0,27.0,1.44,31.0,2705735
"Biscuit, cheese",374.0,8.7,38.78,20.43,2707806
"Bratwurst, with cheese",334.0,14.03,3.28,28.98,2706175
Cheese fondue,276.0,19.32,1.95,21.2,2705791
Cheese sauce,163.0,3.14,7.86,13.27,2705808
Cheese souffle,207.0,9.43,6.38,16.01,2705792
"Cheese, blue",1480.0,21.4,2.34,28.7,172175
"Cheese, brick",371.0,23.2,2.79,29.7,172176
"Cheese, brie",1400.0,20.8,0.45,27.7,172177
"Cheese, camembert",300.0,19.8,0.46,24.3,172178
"Cheese, caraway",376.0,25.2,3.06,29.2,173413
"Cheese, cheddar",1710.0,23.3,2.44,34.0,328637
"Cheese, cheshire",387.0,23.4,4.78,30.6,173415
"Cheese, colby",1650.0,23.8,2.57,32.1,173416
"Cheese, cream",350.0,6.15,5.52,34.4,173418
"Cheese, edam",357.0,25.0,1.43,28.6,173419
"Cheese, feta",1110.0,14.2,3.88,21.5,173420
"Cheese, fontina",389.0,25.6,1.55,31.1,170843
"Cheese, gjetost",466.0,9.65,42.6,29.5,171240
"Cheese, gouda",1490.0,24.9,2.22,27.4,171241
"Cheese, gruyere",413.0,29.8,0.36,32.3,171242
"Cheese, limburger",1370.0,20.0,0.49,27.2,171243
"Cheese, monterey",373.0,24.5,0.68,30.3,170844
"Cheese, muenster",1540.0,23.4,1.12,30.0,171245
"Cheese, neufchatel",253.0,9.15,3.59,22.8,171246
"Cheese, provolone",1470.0,25.6,2.14,26.6,170850
"Cheese, Ricotta",148.0,9.6,6.0,9.46,2705750
"Cheese, romano",387.0,31.8,3.63,26.9,171249
"Cheese, roquefort",369.0,21.5,2.0,30.6,171250
"Cheese, swiss",1640.0,27.0,1.44,31.0,746767
"Cheese, tilsit",340.0,24.4,1.88,26.0,170852
"Croissant, cheese",414.0,9.2,47.0,20.9,2707679
"Croissants, cheese",414.0,9.2,47.0,20.9,174989
"Gnocchi, cheese",178.0,8.51,9.38,11.96,2708721
"Muffin, cheese",367.0,9.72,30.51,23.0,2707842
"Roll, cheese",315.0,11.48,49.56,7.85,2707660
"Strudel, cheese",358.0,5.85,39.14,19.81,2708042
"Cheese, cottage cheese, with gelatin dessert and fruit",75.0,5.32,9.91,1.74,2705779
"Cheese, cottage cheese, with gelatin dessert and vegetables",85.0,8.03,7.11,2.8,2705780
"Crackers, cheese, sandwich-type with cheese filling",490.0,8.92,58.8,24.4,167925
"Grilled cheese sandwich, cheddar cheese, on white bread",368.0,13.38,26.38,23.26,2705804
"Cheese sandwich, reduced fat cheese, on white bread",256.0,12.79,33.31,7.92,2705799
"Grilled cheese sandwich, cheddar cheese, on wheat bread",366.0,14.4,24.42,23.46,2705805
"Cheese sandwich, reduced fat cheese, on wheat bread",254.0,13.95,31.08,8.14,2705800
"Cheese, Mozzarella, NFS",296.0,23.7,4.44,20.4,2705722
"Grilled cheese sandwich, American cheese, on wheat bread",341.0,12.05,26.13,20.98,2705803
"Grilled cheese sandwich, American cheese, on white bread",343.0,11.03,28.09,20.78,2705802
"Macaroni and cheese, box mix with cheese sauce, prepared",686.0,6.68,23.1,4.99,169770
"Macaroni and cheese, box mix with cheese sauce, unprepared",334.0,12.7,46.7,10.7,169769
Cheese pastry puffs,265.0,9.3,13.4,19.54,2708055
"Cottage cheese, farmer's",148.0,10.96,4.33,9.73,2705749
"Soup, broccoli cheese",82.0,4.26,6.08,4.54,2709659
"Cheese, Mexican blend",362.0,21.92,2.4,29.34,2705741
"Cheese, processed, with vegetables",356.0,14.14,3.48,31.7,2705771
"Cheese, cottage, with fruit",74.0,9.41,4.94,1.96,2705751
"Grilled cheese sandwich, reduced fat cheese, on white bread",307.0,11.32,29.33,16.05,2705806
Macaroni or noodles with cheese,223.0,8.68,23.08,10.5,2708811
"Cheese spread, American or Cheddar cheese base, reduced fat",176.0,13.41,10.71,8.88,2705768
"Grilled cheese sandwich, reduced fat cheese, on wheat bread",305.0,12.34,27.38,16.25,2705807
"Cheese, Blue or Roquefort",353.0,21.4,2.34,28.74,2705705
"Cheese, Colby Jack",393.0,23.19,2.24,32.37,2705713
"Cheese, Gouda or Edam",356.0,24.94,2.22,27.44,2705717
"Cheese, Parmesan, hard",412.0,29.87,8.36,28.75,2705730
"Burrito, cheese only",328.0,13.69,30.59,16.53,2708554
"Burrito, meat, no cheese",262.0,12.85,29.63,9.75,2708550
"Burrito, with beans, cheese",196.0,8.1,29.49,5.16,2708548
"Burrito, with beans, no cheese",188.0,7.41,30.84,3.95,2708547
"Cake, coffeecake, cheese",339.0,7.0,44.3,15.2,172699
"Calzone, with cheese, meatless",389.0,17.59,29.49,22.51,2708684
"Calzone, with meat and cheese",343.0,14.84,31.31,17.69,2708685
Cheese and Queso as ingredient,362.0,21.92,2.4,29.34,2710779
Cheese as ingredient in sandwiches,358.0,20.39,5.04,28.44,2710778
"Cheese quiche, meatless",365.0,11.91,13.74,29.23,2708733
"Cheese sandwich, NFS",297.0,12.46,31.89,13.29,2705794
"Cheese substitute, mozzarella",248.0,11.5,23.7,12.2,172198
"Cheese, American, restaurant",1570.0,17.5,6.35,31.1,747429
BUTTER,12.0,1.18,2.35,0.0,1920273
"Butter, Clarified butter (ghee)",900.0,0.0,0.0,100.0,171314
"Butter, tub",731.0,0.49,0.0,78.3,2710156
"Butter, light",499.0,3.3,0.0,55.1,2710157
Almond butter,641.0,20.67,21.11,52.72,2707533
"Butter, NFS",743.0,0.85,0.06,82.2,2710154
"Butter, salted",3000.0,0.85,0.06,81.1,173410
"Butter, stick",743.0,0.85,0.06,82.2,2710155
Cashew butter,609.0,12.12,30.3,53.03,2707536
"Croissants, butter",406.0,8.2,45.8,21.0,174987
Honey butter,485.0,0.53,48.5,33.85,2710179
Peanut butter,598.0,22.21,22.31,51.36,2707537
Lemon-butter sauce,671.0,0.8,0.74,74.0,2710170
"Cookie, peanut butter",473.0,8.92,58.15,23.82,2707952
"Butter replacement, powder",373.0,2.0,89.0,1.0,2710163
"Peanut butter sandwich, with regular peanut butter, on white bread",382.0,13.88,39.85,20.21,2707550
"Peanut butter sandwich, with regular peanut butter, on wheat bread",380.0,15.16,37.38,20.46,2707551
"Crackers, butter, flavored",510.0,6.64,61.3,26.43,2708147
"Ghee, clarified butter",876.0,0.28,0.0,99.48,2710168
"Almond butter, creamy",,20.8,21.2,53.0,2262074
"Butter oil, anhydrous",3660.0,0.28,0.0,99.5,173412
"Butter replacement, liquid",533.0,0.17,0.86,59.81,2710161
"Butter, stick, salted",,,,82.2,790508
"Butter, stick, unsalted",,,,81.5,789828
"Butter, whipped, with salt",3060.0,0.49,0.0,78.3,173411
"Butter, without salt",3000.0,0.85,0.06,81.1,173430
"Cookie, butter or sugar",464.0,5.35,67.34,19.55,2707970
"Crackers, butter (Ritz)",510.0,6.64,61.3,26.43,2708148
"Crackers, butter, plain",510.0,6.64,61.3,26.43,2708146
"Oil, cocoa butter",3700.0,0.0,0.0,100.0,171421
"Oil, nutmeg butter",3700.0,0.0,0.0,100.0,172335
"Oil, ucuhuba butter",3700.0,0.0,0.0,100.0,173570
Peanut butter and jelly,432.0,11.18,46.13,25.69,2707543
"Peanut butter, creamy",,24.0,22.7,49.4,2262072
"Rum, hot buttered",160.0,0.08,4.95,4.47,2710686
"Sesame butter, creamy",,19.7,14.2,62.4,2262073
Soy nut butter,613.0,23.02,23.0,50.01,2707545
"Margarine-like, margarine-butter blend, soybean oil and butter",3040.0,0.31,0.77,80.3,172339
"Cake or cupcake, peanut butter",382.0,6.12,47.52,19.85,2707881
"Peanut butter, reduced fat",520.0,25.9,35.65,34.0,2707541
"Peanut butter sandwich, with reduced fat peanut butter, on wheat bread",353.0,16.44,42.02,14.42,2707553
"Peanut butter sandwich, with reduced fat peanut butter, on white bread",355.0,15.16,44.49,14.17,2707552
"Cereal, other, peanut butter",422.0,7.34,73.05,11.1,2708485
"Cookie, peanut butter, with chocolate",475.0,7.8,59.51,25.29,2707953
"Cookie, peanut butter sandwich",478.0,8.8,65.6,21.1,2707955
"Almond butter, lower sodium",645.0,20.79,21.24,53.04,2707534
"Butter, light, stick, with salt",2090.0,3.3,0.0,55.1,173581
"Crackers, butter, reduced fat",444.0,9.34,71.52,13.37,2708149
"Crackers, butter, reduced sodium",443.0,8.8,68.6,17.2,2708141
Peanut butter and chocolate spread,498.0,11.66,42.76,34.48,2707544
"Peanut butter sandwich, NFS",382.0,13.88,39.85,20.21,2707549
"Peanut butter, lower sodium",598.0,22.21,22.31,51.36,2707538
"Peanut butter, lower sugar",650.0,24.8,14.23,54.89,2707540
"Peanut butter, reduced sodium",590.0,24.0,21.8,49.9,169869
"Pie, peanut butter cream",421.0,5.92,33.09,30.13,2708009
"Popcorn, microwave, butter flavored",518.0,9.13,54.99,30.57,2708227
"Seeds, sesame butter, paste",2450.0,18.1,24.0,50.9,170191
"Peanut butter and jelly sandwich, with reduced fat peanut butter, on wheat bread",337.0,13.53,47.01,11.85,2707558
"Peanut butter and jelly sandwich, with reduced fat peanut butter, on white bread",339.0,12.48,49.03,11.64,2707557
"Peanut butter and jelly sandwich, with regular peanut butter, regular jelly, on white bread",361.0,11.42,45.22,16.6,2707555
"Peanut butter and jelly sandwich, with regular peanut butter, regular jelly, on wheat bread",360.0,12.48,43.2,16.81,2707556
"Chocolate candy, peanut butter filled",487.0,7.82,64.13,24.72,2710347
"Popcorn, air-popped, no butter added",385.0,12.89,77.47,4.52,2708219
"Popcorn, movie theater, no butter added",603.0,6.18,39.87,48.7,2708218
"Popcorn, popped in oil, no butter added",498.0,8.96,57.87,27.99,2708221
"Crackers, sandwich, peanut butter filled",494.0,11.47,58.38,24.54,2708172
"Peanut butter and jelly sandwich, with regular peanut butter, reduced sugar jelly, on white bread",341.0,11.4,39.45,16.61,2707559
"Peanut butter and jelly sandwich, with regular peanut butter, reduced sugar jelly, on wheat bread",339.0,12.45,37.42,16.82,2707560
"Peanut butter and jelly sandwich, NFS",361.0,11.42,45.22,16.6,2707554
"Asparagus, canned, cooked with butter or margarine",38.0,2.09,2.4,2.82,2709846
"Asparagus, fresh, cooked with butter or margarine",42.0,2.31,4.05,2.48,2709842
"Asparagus, frozen, cooked with butter or margarine",37.0,2.87,1.87,2.59,2709844
"Broccoli, fresh, cooked with butter or margarine",60.0,2.61,6.33,2.62,2709651
"Broccoli, frozen, cooked with butter or margarine",47.0,3.02,5.19,2.3,2709653
"Butter replacement, without fat, powder",1560.0,2.0,89.0,1.0,169894
"Butter, light, stick, without salt",499.0,3.3,0.0,55.1,172344
"Cabbage, green, cooked with butter or margarine",52.0,0.99,6.44,2.51,2709892
"Candies, confectioner's coating, peanut butter",2210.0,18.3,46.9,29.8,167570
"Candies, honey-combed, with peanut butter",473.0,8.72,67.4,20.2,167546
"Candies, REESE'S Peanut Butter Cups",2150.0,10.2,55.4,30.5,168763
"Candies, semisweet chocolate, made with butter",477.0,4.2,63.4,29.7,169690
"Carrots, canned, cooked with butter or margarine",44.0,0.64,5.39,2.38,2709676
"Carrots, fresh, cooked with butter or margarine",69.0,0.96,10.37,2.63,2709668
"Carrots, frozen, cooked with butter or margarine",57.0,0.8,7.68,2.64,2709674
"Cauliflower, fresh, cooked with butter or margarine",46.0,1.95,5.02,2.56,2709903
"Cauliflower, frozen, cooked with butter or margarine",38.0,1.58,3.64,2.4,2709905
"Collards, fresh, cooked with butter or margarine",54.0,3.16,5.65,2.99,2709583
"Collards, frozen, cooked with butter or margarine",55.0,2.89,6.88,2.58,2709585
"Cookie, butter or sugar, with fruit and/or nuts",470.0,6.52,65.01,21.11,2707972
"Cookie, peanut butter, sugar free",523.0,10.34,50.52,31.03,2707990
"Cookies, butter, commercially prepared, enriched",467.0,6.1,68.9,18.8,174950
"Cookies, butter, commercially prepared, unenriched",467.0,6.1,68.9,18.8,172819
"Cookies, peanut butter sandwich, regular",478.0,8.8,65.6,21.1,174965
"Cookies, peanut butter, refrigerated dough",458.0,8.2,52.1,25.0,172729
"Corn, canned, cooked with butter or margarine",85.0,2.24,13.93,3.38,2709922
"Corn, fresh, cooked with butter or margarine",103.0,3.18,18.11,3.5,2709918
"Corn, frozen, cooked with butter or margarine",98.0,2.48,18.69,2.84,2709920
"Mushrooms, fresh, cooked with butter or margarine",62.0,3.52,5.01,3.16,2709942
"Peanut butter with omega-3, creamy",608.0,24.5,17.0,54.2,172471
